Country,Player,Year,Own_goal
Australia,Mathew Leckie,2021,FALSE
Australia,Fran KaraŽiŽ?,2021,FALSE
Australia,Martin Boyle,2021,FALSE
Philippines,Çngel Guirado,2021,FALSE
Philippines,Marcus Lopez,2021,TRUE
Philippines,Mark Hartmann,2021,FALSE
Saudi Arabia,Salem Al-Dawsari,2021,FALSE
Saudi Arabia,Fahad Al-Muwallad,2021,FALSE
Saudi Arabia,Saleh Al-Shehri,2021,FALSE
United Arab Emirates,Ali Mabkhout,2021,FALSE
United Arab Emirates,FÇ­bio Virginio de Lima,2021,FALSE
United Arab Emirates,Ali Mabkhout,2021,FALSE
United Arab Emirates,FÇ­bio Virginio de Lima,2021,FALSE
United Arab Emirates,SebastiÇ­n TagliabÇ§e,2021,FALSE
Uzbekistan,Jaloliddin Masharipov,2021,FALSE
Finland,Joel Pohjanpalo,2021,FALSE
Canada,Cyle Larin,2021,FALSE
Panama,Alberto Quintero,2021,FALSE
Panama,Cecilio Waterman,2021,FALSE
CuraÇõao,Rangelo Janga,2021,FALSE
Belgium,Romelu Lukaku,2021,FALSE
Belgium,Thomas Meunier,2021,FALSE
Belgium,Romelu Lukaku,2021,FALSE
El Salvador,David Rugamas,2021,FALSE
El Salvador,Joshua PÇ¸rez,2021,FALSE
El Salvador,David Rugamas,2021,FALSE
El Salvador,Darwin CerÇ¸n,2021,FALSE
Switzerland,Breel Embolo,2021,FALSE
Wales,Kieffer Moore,2021,FALSE
Austria,Stefan Lainer,2021,FALSE
North Macedonia,Goran Pandev,2021,FALSE
Austria,Michael Gregoritsch,2021,FALSE
Austria,Marko ArnautoviŽ?,2021,FALSE
Brazil,Marquinhos,2021,FALSE
Brazil,Neymar,2021,FALSE
Brazil,Gabriel Barbosa,2021,FALSE
Colombia,Edwin Cardona,2021,FALSE
England,Raheem Sterling,2021,FALSE
Netherlands,Georginio Wijnaldum,2021,FALSE
Netherlands,Wout Weghorst,2021,FALSE
Ukraine,Andriy Yarmolenko,2021,FALSE
Ukraine,Roman Yaremchuk,2021,FALSE
Netherlands,Denzel Dumfries,2021,FALSE
Lebanon,Soony Saad,2021,FALSE
South Korea,Maher Sabra,2021,TRUE
South Korea,Son Heung-min,2021,FALSE
Argentina,Lionel Messi,2021,FALSE
Chile,Eduardo Vargas,2021,FALSE
Bolivia,Erwin Saavedra,2021,FALSE
Paraguay,Alejandro Romero Gamarra,2021,FALSE
Paraguay,Çngel Romero,2021,FALSE
Paraguay,Çngel Romero,2021,FALSE
Slovakia,Wojciech SzczŽ?sny,2021,TRUE
Poland,Karol Linetty,2021,FALSE
Slovakia,Milan ÿkriniar,2021,FALSE
Czech Republic,Patrik Schick,2021,FALSE
Czech Republic,Patrik Schick,2021,FALSE
Australia,Harry Souttar,2021,FALSE
Bahrain,Sayed Dhiya Saeed,2021,FALSE
Bahrain,Hashim Sayed Isa,2021,FALSE
Bahrain,Hashim Sayed Isa,2021,FALSE
Bahrain,Ismail Abdullatif,2021,FALSE
Oman,Mohammed Al-Ghafri,2021,FALSE
Oman,Khalid Al-Hajri,2021,FALSE
Oman,Khalid Al-Hajri,2021,FALSE
Canada,JosuÇ¸ Duverger,2021,TRUE
Canada,Cyle Larin,2021,FALSE
Canada,Junior Hoilett,2021,FALSE
China PR,Zhang Xizhe,2021,FALSE
Syria,Aias Aosman,2021,FALSE
China PR,Wu Lei,2021,FALSE
China PR,Zhang Yuning,2021,FALSE
El Salvador,Joshua PÇ¸rez,2021,FALSE
El Salvador,Gerson Mayen,2021,FALSE
France,Mats Hummels,2021,TRUE
Portugal,RaphaÇ®l Guerreiro,2021,FALSE
Portugal,Cristiano Ronaldo,2021,FALSE
Portugal,Cristiano Ronaldo,2021,FALSE
India,Ovays Azizi,2021,TRUE
Afghanistan,Hossein Zamani,2021,FALSE
Iran,Sardar Azmoun,2021,FALSE
Japan,Ado Onaiwu,2021,FALSE
Japan,Ado Onaiwu,2021,FALSE
Japan,Ado Onaiwu,2021,FALSE
Kyrgyzstan,Mirlan Murzaev,2021,FALSE
Japan,Sho Sasaki,2021,FALSE
Japan,Takuma Asano,2021,FALSE
Kuwait,Yousef Nasser,2021,FALSE
Taiwan,Wu Chun-ching,2021,FALSE
Kuwait,Yousef Nasser,2021,FALSE
Palestine,Oday Dabbagh,2021,FALSE
Palestine,Yaser Hamed,2021,FALSE
Palestine,Oday Dabbagh,2021,FALSE
Philippines,Çngel Guirado,2021,FALSE
Maldives,Ali Fasir,2021,FALSE
Saudi Arabia,Salman Al-Faraj,2021,FALSE
Saudi Arabia,Salman Al-Faraj,2021,FALSE
Saudi Arabia,Ali Al-Hassan,2021,FALSE
Tajikistan,Komron Tursunov,2021,FALSE
Tajikistan,Manuchekhr Dzhalilov,2021,FALSE
Tajikistan,Sheriddin Boboev,2021,FALSE
Tajikistan,Shahrom Samiev,2021,FALSE
Malaysia,Safawi Rasid,2021,FALSE
United Arab Emirates,Ali Salmeen,2021,FALSE
United Arab Emirates,Ali Mabkhout,2021,FALSE
United Arab Emirates,Mahmoud Khamees,2021,FALSE
Vietnam,Nguy ¯?n Ti §¨n Linh,2021,FALSE
Vietnam,Tr §õn Minh V’ø’­ng,2021,FALSE
Italy,Manuel Locatelli,2021,FALSE
Italy,Manuel Locatelli,2021,FALSE
Italy,Ciro Immobile,2021,FALSE
Russia,Aleksei Miranchuk,2021,FALSE
Wales,Aaron Ramsey,2021,FALSE
Wales,Connor Roberts,2021,FALSE
Brazil,Alex Sandro,2021,FALSE
Brazil,Neymar,2021,FALSE
Brazil,Ç?verton Ribeiro,2021,FALSE
Brazil,Richarlison,2021,FALSE
Denmark,Yussuf Poulsen,2021,FALSE
Belgium,Thorgan Hazard,2021,FALSE
Belgium,Kevin De Bruyne,2021,FALSE
Netherlands,Memphis Depay,2021,FALSE
Netherlands,Denzel Dumfries,2021,FALSE
Ukraine,Andriy Yarmolenko,2021,FALSE
Ukraine,Roman Yaremchuk,2021,FALSE
North Macedonia,Ezgjan Alioski,2021,FALSE
Argentina,Guido RodrÇðguez,2021,FALSE
Chile,Ben Brereton DÇðaz,2021,FALSE
Czech Republic,Patrik Schick,2021,FALSE
Croatia,Ivan Peri­iŽ?,2021,FALSE
Sweden,Emil Forsberg,2021,FALSE
Portugal,Cristiano Ronaldo,2021,FALSE
Germany,RÇ§ben Dias,2021,TRUE
Germany,RaphaÇ®l Guerreiro,2021,TRUE
Germany,Kai Havertz,2021,FALSE
Germany,Robin Gosens,2021,FALSE
Portugal,Diogo Jota,2021,FALSE
Hungary,Attila Fiola,2021,FALSE
France,Antoine Griezmann,2021,FALSE
Spain,Çlvaro Morata,2021,FALSE
Poland,Robert Lewandowski,2021,FALSE
Peru,Sergio PeÇña,2021,FALSE
Colombia,Miguel Borja,2021,FALSE
Peru,Yerry Mina,2021,TRUE
Italy,Matteo Pessina,2021,FALSE
Switzerland,Haris Seferovic,2021,FALSE
Switzerland,Xherdan Shaqiri,2021,FALSE
Turkey,Žørfan Kahveci,2021,FALSE
Switzerland,Xherdan Shaqiri,2021,FALSE
Ecuador,Ayrton Preciado,2021,FALSE
Venezuela,Edson Castillo,2021,FALSE
Ecuador,Gonzalo Plata,2021,FALSE
Venezuela,Ronald Hernandez,2021,FALSE
Argentina,Papu GÇümez,2021,FALSE
Denmark,Mikkel Damsgaard,2021,FALSE
Denmark,Yussuf Poulsen,2021,FALSE
Russia,Artem Dzyuba,2021,FALSE
Denmark,Andreas Christensen,2021,FALSE
Denmark,Joakim MÇÝhle,2021,FALSE
Belgium,LukÇ­­ HrÇ­deckÇ«,2021,TRUE
Belgium,Romelu Lukaku,2021,FALSE
Netherlands,Memphis Depay,2021,FALSE
Netherlands,Georginio Wijnaldum,2021,FALSE
Netherlands,Georginio Wijnaldum,2021,FALSE
Austria,Christoph Baumgartner,2021,FALSE
Chile,Eduardo Vargas,2021,FALSE
Uruguay,Luis Suarez,2021,FALSE
England,Raheem Sterling,2021,FALSE
Croatia,Nikola Vla­iŽ?,2021,FALSE
Scotland,Callum McGregor,2021,FALSE
Croatia,Luka ModriŽ?,2021,FALSE
Croatia,Ivan Peri­iŽ?,2021,FALSE
Colombia,Luis DÇðaz,2021,FALSE
Brazil,Roberto Firmino,2021,FALSE
Brazil,Casemiro,2021,FALSE
Ecuador,Renato Tapia,2021,TRUE
Ecuador,Ayrton Preciado,2021,FALSE
Peru,Gianluca Lapadula,2021,FALSE
Peru,Andre¸ Carrillo,2021,FALSE
Hungary,ÇdÇ­m Szalai,2021,FALSE
Germany,Kai Havertz,2021,FALSE
Hungary,Andre­s SchÇÏfer,2021,FALSE
Germany,Leon Goretzka,2021,FALSE
Portugal,Cristiano Ronaldo,2021,FALSE
France,Karim Benzema,2021,FALSE
France,Karim Benzema,2021,FALSE
Portugal,Cristiano Ronaldo,2021,FALSE
Spain,Martin DÇ§bravka,2021,TRUE
Spain,Aymeric Laporte,2021,FALSE
Spain,Pablo Sarabia,2021,FALSE
Spain,Ferran Torres,2021,FALSE
Spain,Juraj Kucka,2021,TRUE
Sweden,Emil Forsberg,2021,FALSE
Sweden,Emil Forsberg,2021,FALSE
Poland,Robert Lewandowski,2021,FALSE
Poland,Robert Lewandowski,2021,FALSE
Sweden,Viktor Claesson,2021,FALSE
Uruguay,Jairo Quinteros,2021,TRUE
Uruguay,Edinson Cavani,2021,FALSE
Paraguay,Braian Samudio,2021,FALSE
Paraguay,Miguel AlmirÇün,2021,FALSE
Italy,Federico Chiesa,2021,FALSE
Italy,Matteo Pessina,2021,FALSE
Austria,Sa­a KalajdóiŽ?,2021,FALSE
Denmark,Kasper Dolberg,2021,FALSE
Denmark,Kasper Dolberg,2021,FALSE
Denmark,Joakim MÇÝhle,2021,FALSE
Denmark,Martin Braithwaite,2021,FALSE
Belgium,Thorgan Hazard,2021,FALSE
Brazil,Ç?der MilitÇœo,2021,FALSE
Ecuador,Çngel Mena,2021,FALSE
Czech Republic,TomÇ­­ Hole­,2021,FALSE
Czech Republic,Patrik Schick,2021,FALSE
Peru,Andre¸ Carrillo,2021,FALSE
Argentina,Papu GÇümez,2021,FALSE
Argentina,Lionel Messi,2021,FALSE
Argentina,Lionel Messi,2021,FALSE
Bolivia,Erwin Saavedra,2021,FALSE
Argentina,Lautaro MartÇðnez,2021,FALSE
Croatia,Pedri,2021,TRUE
Spain,Pablo Sarabia,2021,FALSE
Spain,CÇ¸sar Azpilicueta,2021,FALSE
Spain,Ferran Torres,2021,FALSE
Croatia,Mislav Or­iŽ?,2021,FALSE
Croatia,Mario Pa­aliŽ?,2021,FALSE
Spain,Çlvaro Morata,2021,FALSE
Spain,Mikel Oyarzabal,2021,FALSE
Switzerland,Haris Seferovic,2021,FALSE
France,Karim Benzema,2021,FALSE
France,Karim Benzema,2021,FALSE
France,Paul Pogba,2021,FALSE
Switzerland,Haris Seferovic,2021,FALSE
Switzerland,Mario GavranoviŽ?,2021,FALSE
Uruguay,Edinson Cavani,2021,FALSE
England,Raheem Sterling,2021,FALSE
England,Harry Kane,2021,FALSE
Ukraine,Oleksandr Zinchenko,2021,FALSE
Sweden,Emil Forsberg,2021,FALSE
Ukraine,Artem Dovbyk,2021,FALSE
Italy,NicolÇý Barella,2021,FALSE
Italy,Lorenzo Insigne,2021,FALSE
Belgium,Romelu Lukaku,2021,FALSE
Brazil,Lucas PaquetÇ­,2021,FALSE
Paraguay,Gustavo GÇümez,2021,FALSE
Peru,Gustavo GÇümez,2021,TRUE
Peru,Gianluca Lapadula,2021,FALSE
Paraguay,JÇ§nior Alonso,2021,FALSE
Peru,Yoshimar YotÇ§n,2021,FALSE
Paraguay,Gabriel Çvalos,2021,FALSE
Spain,Denis Zakaria,2021,TRUE
Switzerland,Xherdan Shaqiri,2021,FALSE
Argentina,Rodrigo De Paul,2021,FALSE
Argentina,Lautaro MartÇðnez,2021,FALSE
Argentina,Lionel Messi,2021,FALSE
Denmark,Thomas Delaney,2021,FALSE
Denmark,Kasper Dolberg,2021,FALSE
Czech Republic,Patrik Schick,2021,FALSE
England,Harry Kane,2021,FALSE
England,Harry Maguire,2021,FALSE
England,Harry Kane,2021,FALSE
England,Jordan Henderson,2021,FALSE
Brazil,Lucas PaquetÇ­,2021,FALSE
Argentina,Lautaro MartÇðnez,2021,FALSE
Colombia,Luis DÇðaz,2021,FALSE
Italy,Federico Chiesa,2021,FALSE
Spain,Çlvaro Morata,2021,FALSE
Denmark,Mikkel Damsgaard,2021,FALSE
England,Simon KjÇÝr,2021,TRUE
England,Harry Kane,2021,FALSE
Peru,Yoshimar YotÇ§n,2021,FALSE
Colombia,Juan Cuadrado,2021,FALSE
Colombia,Luis DÇðaz,2021,FALSE
Peru,Gianluca Lapadula,2021,FALSE
Colombia,Luis DÇðaz,2021,FALSE
Argentina,Çngel Di MarÇða,2021,FALSE
Martinique,Emmanuel RiviÇùre,2021,FALSE
Canada,Cyle Larin,2021,FALSE
Canada,Jonathan Osorio,2021,FALSE
Canada,Stephen EustÇ­quio,2021,FALSE
Canada,Theo Corbeanu,2021,FALSE
El Salvador,Alex Roldan,2021,FALSE
El Salvador,JoaquÇðn Rivas,2021,FALSE
England,Luke Shaw,2021,FALSE
Italy,Leonardo Bonucci,2021,FALSE
United States,Sam Vines,2021,FALSE
Costa Rica,Joel Campbell,2021,FALSE
Costa Rica,Ariel Lassiter,2021,FALSE
Guadeloupe,RaphaÇ®l Mirval,2021,FALSE
Costa Rica,Celso Borges,2021,FALSE
Jamaica,Shamar Nicholson,2021,FALSE
Jamaica,Bobby Decordova-Reid,2021,FALSE
Honduras,Jerry Bengtson,2021,FALSE
Honduras,Edwin Solano,2021,FALSE
Honduras,Johnny LeverÇün,2021,FALSE
Honduras,Romell Quioto,2021,FALSE
Qatar,Akram Afif,2021,FALSE
Panama,Rolando Blackburn,2021,FALSE
Qatar,Almoez Ali,2021,FALSE
Panama,Rolando Blackburn,2021,FALSE
Qatar,Hassan Al-Haydos,2021,FALSE
Panama,Eric Davis,2021,FALSE
Mexico,Rogelio Funes Mori,2021,FALSE
Mexico,Rogelio Funes Mori,2021,FALSE
Mexico,OrbelÇðn Pineda,2021,FALSE
El Salvador,Jairo HenrÇðquez,2021,FALSE
El Salvador,Walmer Martinez,2021,FALSE
Canada,Stephen EustÇ­quio,2021,FALSE
Canada,Cyle Larin,2021,FALSE
Haiti,StÇ¸phane Lambese,2021,FALSE
Canada,Cyle Larin,2021,FALSE
Canada,Junior Hoilett,2021,FALSE
United States,Daryl Dike,2021,FALSE
United States,Samuel Camille,2021,TRUE
United States,Miles Robinson,2021,FALSE
United States,Daryl Dike,2021,FALSE
Martinique,Emmanuel RiviÇùre,2021,FALSE
United States,Gyasi Zardes,2021,FALSE
United States,Nicholas Gioacchini,2021,FALSE
Guadeloupe,Dimitri Ramothe,2021,FALSE
Jamaica,Cory Burke,2021,FALSE
Jamaica,Junior Flemmings,2021,FALSE
Suriname,Gleofilo Vlijter,2021,FALSE
Costa Rica,Joel Campbell,2021,FALSE
Costa Rica,Celso Borges,2021,FALSE
Qatar,Abdulaziz Hatem,2021,FALSE
Qatar,Akram Afif,2021,FALSE
Qatar,Mohammed Muntari,2021,FALSE
Qatar,Almoez Ali,2021,FALSE
Honduras,Romell Quioto,2021,FALSE
Panama,Eric Davis,2021,FALSE
Panama,CÇ¸sar Yanis,2021,FALSE
Honduras,Alexander LÇüpez,2021,FALSE
Honduras,Romell Quioto,2021,FALSE
Trinidad and Tobago,Reon Moore,2021,FALSE
Guatemala,Gerardo Gordillo,2021,FALSE
Haiti,Carnejy Antoine,2021,FALSE
Martinique,KÇ¸vin FortunÇ¸,2021,FALSE
Haiti,Ricardo AdÇ¸,2021,FALSE
Mexico,Luis Alfonso RodrÇðguez,2021,FALSE
United States,Shaq Moore,2021,FALSE
Costa Rica,Bryan Ruiz,2021,FALSE
Qatar,Homam Ahmed,2021,FALSE
Qatar,Abdulaziz Hatem,2021,FALSE
Panama,Alberto Quintero,2021,FALSE
Panama,Jose¸ Luis RodrÇðguez,2021,FALSE
Panama,Jose¸ Luis RodrÇðguez,2021,FALSE
Grenada,Romar Frank,2021,FALSE
Suriname,Gleofilo Vlijter,2021,FALSE
Guadeloupe,Matthias PhaÇ®ton,2021,FALSE
Suriname,Nigel Hasselbaink,2021,FALSE
Mexico,Rogelio Funes Mori,2021,FALSE
Mexico,Jonathan dos Santos,2021,FALSE
Mexico,OrbelÇðn Pineda,2021,FALSE
Qatar,Almoez Ali,2021,FALSE
Qatar,Abdulaziz Hatem,2021,FALSE
Qatar,Almoez Ali,2021,FALSE
El Salvador,JoaquÇðn Rivas,2021,FALSE
El Salvador,JoaquÇðn Rivas,2021,FALSE
Canada,Junior Hoilett,2021,FALSE
Canada,Stephen EustÇ­quio,2021,FALSE
United States,Matthew Hoppe,2021,FALSE
Mexico,OrbelÇðn Pineda,2021,FALSE
Canada,Tajon Buchanan,2021,FALSE
Mexico,Hector Herrera,2021,FALSE
United States,Gyasi Zardes,2021,FALSE
United States,Miles Robinson,2021,FALSE
Cape Verde,JÇ§lio Tavares,2021,FALSE
Central African Republic,TresÇür ToropitÇ¸,2021,FALSE
Denmark,Daniel Wass,2021,FALSE
Denmark,Joakim MÇÝhle,2021,FALSE
Egypt,Mohamed Magdy,2021,FALSE
Israel,Eran Zahavi,2021,FALSE
Israel,Eran Zahavi,2021,FALSE
Israel,Mu'nas Dabbur,2021,FALSE
Israel,Eran Zahavi,2021,FALSE
Bosnia and Herzegovina,Edin Doeko,2021,FALSE
France,Antoine Griezmann,2021,FALSE
Guinea,FranÇõois Kamano,2021,FALSE
Guinea-Bissau,Joseph Mendes,2021,FALSE
Ukraine,Roman Yaremchuk,2021,FALSE
Kazakhstan,Ruslan Valiullin,2021,FALSE
Kazakhstan,Ruslan Valiullin,2021,FALSE
Ukraine,Danylo Sikan,2021,FALSE
Latvia,Vladislavs Gutkovskis,2021,FALSE
Gibraltar,Tjay De Barr,2021,FALSE
Latvia,Vladislavs Gutkovskis,2021,FALSE
Latvia,Andrejs Ciga?iks,2021,FALSE
Gabon,Andre¸ Biyogo Poko,2021,FALSE
Libya,Ali Salama,2021,FALSE
Libya,Sanad Al Warfali,2021,FALSE
Luxembourg,Mica Pinto,2021,FALSE
Luxembourg,Gerson Rodrigues,2021,FALSE
Azerbaijan,Emin Mahmudov,2021,FALSE
Mali,Adama TraorÇ¸,2021,FALSE
Malta,Cain Attard,2021,FALSE
Malta,Joseph Mbong,2021,FALSE
Malta,Cain Attard,2021,FALSE
Austria,Christoph Baumgartner,2021,FALSE
Austria,Marko ArnautoviŽ?,2021,FALSE
Norway,Erling Haaland,2021,FALSE
Netherlands,Davy Klaassen,2021,FALSE
Republic of Ireland,John Egan,2021,FALSE
Portugal,Cristiano Ronaldo,2021,FALSE
Portugal,Cristiano Ronaldo,2021,FALSE
Senegal,Sadio ManÇ¸,2021,FALSE
Senegal,Abdou Diallo,2021,FALSE
Slovakia,RÇübert BoóenÇðk,2021,FALSE
Slovenia,Petar StojanoviŽ?,2021,FALSE
Turkey,Cengiz Ç?nder,2021,FALSE
Turkey,Yusuf YazŽñcŽñ,2021,FALSE
Montenegro,Adam Maru­iŽ?,2021,FALSE
Montenegro,Risto RadunoviŽ?,2021,FALSE
Algeria,Islam Slimani,2021,FALSE
Algeria,Islam Slimani,2021,FALSE
Algeria,Ramy Bensebaini,2021,FALSE
Algeria,Baghdad Bounedjah,2021,FALSE
Algeria,Islam Slimani,2021,FALSE
Algeria,Islam Slimani,2021,FALSE
Algeria,Riyad Mahrez,2021,FALSE
Algeria,Ramiz Zerrouki,2021,FALSE
Andorra,Marc Vales,2021,FALSE
Andorra,Marc Vales,2021,FALSE
Australia,Awer Mabil,2021,FALSE
Australia,Martin Boyle,2021,FALSE
Australia,Mitchell Duke,2021,FALSE
Colombia,Roger MartÇðnez,2021,FALSE
Bolivia,Fernando Saucedo,2021,FALSE
Honduras,Alexander LÇüpez,2021,FALSE
Canada,Cyle Larin,2021,FALSE
Brazil,Ç?verton Ribeiro,2021,FALSE
Czech Republic,AntonÇðn BarÇ­k,2021,FALSE
DR Congo,Dieumerci Mbokani,2021,FALSE
Tanzania,Simon Msuva,2021,FALSE
Ecuador,FÇ¸lix Torres,2021,FALSE
Ecuador,Michael Estrada,2021,FALSE
Estonia,Mattias KÇÏit,2021,FALSE
Belgium,Hans Vanaken,2021,FALSE
Belgium,Romelu Lukaku,2021,FALSE
Belgium,Romelu Lukaku,2021,FALSE
Belgium,Axel Witsel,2021,FALSE
Belgium,Thomas Foket,2021,FALSE
Estonia,Erik Sorga,2021,FALSE
Kosovo,Vedat Muriqi,2021,FALSE
England,Raheem Sterling,2021,FALSE
England,Harry Kane,2021,FALSE
England,Harry Maguire,2021,FALSE
England,Declan Rice,2021,FALSE
Romania,Dennis Man,2021,FALSE
Romania,Nicolae Stanciu,2021,FALSE
Iran,Alireza Jahanbakhsh,2021,FALSE
Italy,Federico Chiesa,2021,FALSE
Bulgaria,Atanas Iliev,2021,FALSE
Oman,Issam Al Sabhi,2021,FALSE
Germany,Timo Werner,2021,FALSE
Germany,Leroy SanÇ¸,2021,FALSE
Northern Ireland,Daniel Ballard,2021,FALSE
Northern Ireland,Conor Washington,2021,FALSE
Lithuania,Rolandas Baravykas,2021,FALSE
Northern Ireland,Shayne Lavery,2021,FALSE
Northern Ireland,Paddy McNair,2021,FALSE
Benin,Steve MouniÇ¸,2021,FALSE
Mexico,Alexis Vega,2021,FALSE
Jamaica,Shamar Nicholson,2021,FALSE
Mexico,Henry MartÇðn,2021,FALSE
Morocco,Nayef Aguerd,2021,FALSE
Morocco,Abuaagla Abdalla,2021,TRUE
Namibia,Charles Hambira,2021,FALSE
Congo,Charles Hambira,2021,TRUE
Burkina Faso,Lassina TraorÇ¸,2021,FALSE
Burkina Faso,Mohamed KonatÇ¸,2021,FALSE
Peru,Renato Tapia,2021,FALSE
Uruguay,Giorgian de Arrascaeta,2021,FALSE
Poland,Robert Lewandowski,2021,FALSE
Albania,Sokol Ç?ikalleshi,2021,FALSE
Poland,Adam Buksa,2021,FALSE
Poland,Grzegorz Krychowiak,2021,FALSE
Poland,Karol Linetty,2021,FALSE
Vietnam,Nguy ¯?n Quang H §œi,2021,FALSE
Saudi Arabia,Salem Al-Dawsari,2021,FALSE
Saudi Arabia,Yasser Al-Shahrani,2021,FALSE
Saudi Arabia,Saleh Al-Shehri,2021,FALSE
Spain,Carlos Soler,2021,FALSE
Sweden,Alexander Isak,2021,FALSE
Sweden,Viktor Claesson,2021,FALSE
Argentina,Lautaro MartÇðnez,2021,FALSE
Argentina,JoaquÇðn Correa,2021,FALSE
Argentina,Çngel Correa,2021,FALSE
Venezuela,Yeferson Soteldo,2021,FALSE
Cameroon,Vincent Aboubakar,2021,FALSE
Cameroon,Michael Ngadeu-Ngadjui,2021,FALSE
Ghana,Mubarak Wakaso,2021,FALSE
Zambia,Enock Mwepu,2021,FALSE
Zambia,Prince Mumba,2021,FALSE
Mauritania,Mamadou Niass,2021,FALSE
Nigeria,Kelechi Iheanacho,2021,FALSE
Nigeria,Kelechi Iheanacho,2021,FALSE
Tunisia,Dylan Bronn,2021,FALSE
Tunisia,Ellyes Skhiri,2021,FALSE
Tunisia,Wahbi Khazri,2021,FALSE
Russia,Aleksandr Yerokhin,2021,FALSE
Russia,Rifat Zhemaletdinov,2021,FALSE
Denmark,Jonas Wind,2021,FALSE
Finland,Joel Pohjanpalo,2021,FALSE
Turkey,Halil Dervi?oŽ?lu,2021,FALSE
Turkey,Hakan Ç?alhanoŽ?lu,2021,FALSE
Turkey,Kenan Karaman,2021,FALSE
Israel,Manor Solomon,2021,FALSE
Israel,Mu'nas Dabbur,2021,FALSE
Israel,Eran Zahavi,2021,FALSE
Austria,Christoph Baumgartner,2021,FALSE
Austria,Marko ArnautoviŽ?,2021,FALSE
Israel,Shon Weissman,2021,FALSE
Israel,Eran Zahavi,2021,FALSE
Norway,Erling Haaland,2021,FALSE
Norway,Mohamed Elyounoussi,2021,FALSE
Netherlands,Memphis Depay,2021,FALSE
Netherlands,Memphis Depay,2021,FALSE
Netherlands,Georginio Wijnaldum,2021,FALSE
Netherlands,Cody Gakpo,2021,FALSE
Azerbaijan,Emin Mahmudov,2021,FALSE
Republic of Ireland,Shane Duffy,2021,FALSE
Scotland,Lyndon Dykes,2021,FALSE
Serbia,Aleksandar MitroviŽ?,2021,FALSE
Serbia,Aleksandar MitroviŽ?,2021,FALSE
Luxembourg,Olivier Thill,2021,FALSE
Serbia,Maxime Chanot,2021,TRUE
Serbia,Nikola MilenkoviŽ?,2021,FALSE
Croatia,Marcelo BrozoviŽ?,2021,FALSE
Slovenia,Sandi LovriŽ?,2021,FALSE
Ukraine,Mykola Shaparenko,2021,FALSE
France,Anthony Martial,2021,FALSE
Albania,Armando Broja,2021,FALSE
Wales,Gareth Bale,2021,FALSE
Belarus,Vitaly Lisakovich,2021,FALSE
Belarus,Pavel Sedko,2021,FALSE
Wales,Gareth Bale,2021,FALSE
Wales,Gareth Bale,2021,FALSE
Belgium,Romelu Lukaku,2021,FALSE
Belgium,Eden Hazard,2021,FALSE
Belgium,Alexis Saelemaekers,2021,FALSE
Bulgaria,Ivaylo Chochev,2021,FALSE
Mexico,OrbelÇðn Pineda,2021,FALSE
England,Jesse Lingard,2021,FALSE
England,Harry Kane,2021,FALSE
England,Jesse Lingard,2021,FALSE
England,Bukayo Saka,2021,FALSE
Gabon,Jim Allevinah,2021,FALSE
Egypt,Mostafa Mohamed,2021,FALSE
Germany,Serge Gnabry,2021,FALSE
Germany,Serge Gnabry,2021,FALSE
Germany,Marco Reus,2021,FALSE
Germany,Timo Werner,2021,FALSE
Germany,Jonas Hofmann,2021,FALSE
Germany,Karim Adeyemi,2021,FALSE
North Macedonia,Darko Velkovski,2021,FALSE
North Macedonia,Ezgjan Alioski,2021,FALSE
Iceland,Brynjar Ingi Bjarnason,2021,FALSE
Iceland,Andri GuÇøjohnsen,2021,FALSE
Panama,Andre¸s Andrade,2021,FALSE
Panama,Rolando Blackburn,2021,FALSE
Panama,Cecilio Waterman,2021,FALSE
Greece,Anastasios Douvikas,2021,FALSE
Kosovo,Vedat Muriqi,2021,FALSE
Paraguay,Antonio Sanabria,2021,FALSE
Colombia,Juan Cuadrado,2021,FALSE
Peru,Christian Cueva,2021,FALSE
Romania,Alin ToÔ?ca,2021,FALSE
Romania,Cristian Manea,2021,FALSE
Kenya,Michael Olunga,2021,FALSE
Rwanda,Abdul Rwatubyaye,2021,FALSE
Poland,Robert Lewandowski,2021,FALSE
Poland,Karol ?widerski,2021,FALSE
Poland,Robert Lewandowski,2021,FALSE
Poland,Karol Linetty,2021,FALSE
San Marino,Nicola Nanni,2021,FALSE
Poland,Adam Buksa,2021,FALSE
Poland,Adam Buksa,2021,FALSE
Poland,Adam Buksa,2021,FALSE
Spain,Jose¸ GayÇÿ,2021,FALSE
Spain,Carlos Soler,2021,FALSE
Spain,Ferran Torres,2021,FALSE
Spain,Pablo Sarabia,2021,FALSE
Namibia,Elmo Kambindu,2021,FALSE
United States,Brenden Aaronson,2021,FALSE
Canada,Cyle Larin,2021,FALSE
Uruguay,Giorgian de Arrascaeta,2021,FALSE
Uruguay,Federico Valverde,2021,FALSE
Uruguay,AgustÇðn Çlvarez,2021,FALSE
Bolivia,Marcelo Martins Moreno,2021,FALSE
Uruguay,Giorgian de Arrascaeta,2021,FALSE
Bolivia,Marcelo Martins Moreno,2021,FALSE
DR Congo,Dieumerci Mbokani,2021,FALSE
Benin,Jordan AdÇ¸oti,2021,FALSE
Djibouti,Anas Farah Ali,2021,FALSE
Niger,Victorien Adebayor,2021,FALSE
Niger,Victorien Adebayor,2021,FALSE
Niger,Mohamed Wonkoye,2021,FALSE
